Quantidade_Vertices;Tipo_Grafo;Custo_Dijkstra;Tempo_Dijkstra(s);Custo_Duan;Tempo_Duan(s);Custo_BellmanFord;Tempo_BellmanFord(s)
2069;erdos;78054.0;0.005837;82762.0;0.001412;78054.0;0.021192
2069;regular;44445674.0;0.005047;44445674.0;0.001003;44445674.0;0.431302
2069;watts;604244.0;0.005245;604244.0;0.001343;604244.0;0.027669
2073;barabasi;142059.0;0.005566;142059.0;0.001433;142059.0;0.018602
2073;complete;5655.0;0.004773;6116.0;0.003235;5655.0;0.00764
2073;erdos;81861.0;0.005872;86078.0;0.001427;81861.0;0.019174
2073;regular;31317859.0;0.004177;31317859.0;0.000849;31317859.0;0.30214
2073;watts;537624.0;0.00523;537624.0;0.001247;537624.0;0.025535
2076;barabasi;128909.0;0.0055;128909.0;0.00131;128909.0;0.014513
2076;complete;5896.0;0.005146;6756.0;0.003234;5896.0;0.007653
2076;erdos;84604.0;0.00592;89071.0;0.001549;84604.0;0.019368
2076;regular;776189.0;0.00545;776189.0;0.00118;776189.0;0.02499
2076;watts;711229.0;0.005371;711229.0;0.001221;711229.0;0.027549
2079;barabasi;137657.0;0.005483;137657.0;0.001336;137657.0;0.014551
2079;complete;5857.0;0.005137;6551.0;0.003275;5857.0;0.00767
2079;erdos;76023.0;0.006155;80573.0;0.001479;76023.0;0.01908
2079;regular;49805320.0;0.005502;49805320.0;0.001057;49805320.0;0.495867
2079;watts;545941.0;0.005341;545941.0;0.001376;545941.0;0.027711
2082;barabasi;141601.0;0.00557;141601.0;0.001303;141601.0;0.016543
2082;complete;5764.0;0.005061;6232.0;0.003237;5764.0;0.007694
2082;erdos;81009.0;0.006096;85133.0;0.001497;81009.0;0.021505
2082;regular;742597.0;0.005513;742597.0;0.001218;742597.0;0.017599
2082;watts;473029.0;0.005427;473029.0;0.001355;473029.0;0.02987
2085;barabasi;120069.0;0.005529;120069.0;0.001302;120069.0;0.016637
2085;complete;6021.0;0.00491;6914.0;0.003262;6021.0;0.007719
2085;erdos;83599.0;0.005953;88238.0;0.001424;83599.0;0.025373
2085;regular;30463090.0;0.004265;30463090.0;0.000818;30463090.0;0.290209
2085;watts;576328.0;0.005326;576328.0;0.001435;576328.0;0.027835
2088;regular;751032.0;0.005684;751032.0;0.001227;751032.0;0.019233
2088;watts;619125.0;0.005237;619125.0;0.001206;619125.0;0.029638
2088;erdos;78616.0;0.006217;83006.0;0.001641;78616.0;0.021714
2088;barabasi;157856.0;0.005821;157856.0;0.001318;157856.0;0.018616
2088;complete;5848.0;0.004908;6440.0;0.00329;5848.0;0.00774
2091;barabasi;139092.0;0.005663;139092.0;0.001312;139092.0;0.018665
2091;complete;5716.0;0.004864;6147.0;0.003267;5716.0;0.007769
2091;erdos;101814.0;0.005988;106075.0;0.001457;101814.0;0.021739
2091;regular;47692198.0;0.005222;47692198.0;0.00107;47692198.0;0.458934
2091;watts;503428.0;0.005314;503428.0;0.001242;503428.0;0.026085
2094;barabasi;110835.0;0.005566;110835.0;0.001384;110835.0;0.01476
2094;complete;5908.0;0.004808;6620.0;0.003267;5908.0;0.007774
2094;erdos;89427.0;0.005987;93481.0;0.001491;89427.0;0.021629
2094;regular;821754.0;0.005574;821754.0;0.001216;821754.0;0.017794
2094;watts;520144.0;0.005349;520144.0;0.001225;520144.0;0.026196
2098;barabasi;148341.0;0.00564;148341.0;0.001319;148341.0;0.018965
2098;complete;5805.0;0.005222;6507.0;0.003308;5805.0;0.007829
2098;erdos;86782.0;0.006213;92029.0;0.001481;86782.0;0.019546
2098;regular;834714.0;0.005797;834714.0;0.001531;834714.0;0.023075
2098;watts;509723.0;0.005365;509723.0;0.001257;509723.0;0.024155
2101;barabasi;187376.0;0.005675;187376.0;0.001373;187376.0;0.014855
2101;complete;5707.0;0.004904;6186.0;0.003418;5707.0;0.008036
2101;erdos;93205.0;0.00607;97439.0;0.001474;93205.0;0.023781
2101;regular;53508552.0;0.005402;53508552.0;0.001116;53508552.0;0.498331
2101;watts;630421.0;0.005511;630421.0;0.001454;630421.0;0.02653
2104;barabasi;137278.0;0.005682;137278.0;0.001354;137278.0;0.018878
2104;complete;5672.0;0.005303;6053.0;0.00331;5672.0;0.007944
2104;erdos;91530.0;0.006238;95989.0;0.001572;91530.0;0.021815
2104;regular;882868.0;0.005655;882868.0;0.001199;882868.0;0.018695
2104;watts;543319.0;0.005439;543319.0;0.001241;543319.0;0.03231
2107;barabasi;168114.0;0.005666;168114.0;0.001375;168114.0;0.022936
2107;complete;5803.0;0.004893;6283.0;0.003339;5803.0;0.007885
2107;erdos;93146.0;0.006138;96983.0;0.001486;93146.0;0.019884
2107;regular;51614117.0;0.005518;51614117.0;0.001105;51614117.0;0.50322
2107;watts;510084.0;0.005353;510084.0;0.00131;510084.0;0.025979
2110;barabasi;128391.0;0.005628;128391.0;0.001331;128391.0;0.014987
2110;complete;5952.0;0.004929;6684.0;0.00338;5952.0;0.007926
2110;erdos;77994.0;0.006137;81943.0;0.001478;77994.0;0.022084
2110;regular;857946.0;0.005713;857946.0;0.001253;857946.0;0.022482
2110;watts;476361.0;0.005351;476361.0;0.001231;476361.0;0.029822
2113;regular;9022355.0;0.002094;9022355.0;0.000488;9022355.0;0.08664
2113;watts;635610.0;0.005391;635610.0;0.001235;635610.0;0.026329
2113;erdos;77047.0;0.006148;81644.0;0.001617;77047.0;0.021992
2113;barabasi;123077.0;0.005715;123077.0;0.001348;123077.0;0.015161
2113;complete;6032.0;0.005021;6619.0;0.003334;6032.0;0.007936
2117;barabasi;123637.0;0.00603;123637.0;0.001408;123637.0;0.019126
2117;complete;6010.0;0.004976;6765.0;0.003342;6010.0;0.007954
2117;erdos;100093.0;0.006102;104776.0;0.001479;100093.0;0.019807
2117;regular;7025933.0;0.001836;7025933.0;0.000411;7025933.0;0.073134
2117;watts;534675.0;0.005467;534675.0;0.001272;534675.0;0.026238
2120;barabasi;119387.0;0.005704;119387.0;0.00138;119387.0;0.01515
2120;complete;5956.0;0.005342;6748.0;0.003368;5956.0;0.007979
2120;erdos;109673.0;0.006276;114375.0;0.001606;109673.0;0.022158
2120;regular;778412.0;0.005654;778412.0;0.001215;778412.0;0.018135
2120;watts;550553.0;0.005497;550553.0;0.001266;550553.0;0.024662
2123;barabasi;138359.0;0.005774;138359.0;0.001343;138359.0;0.017183
2123;complete;5907.0;0.005022;6513.0;0.003397;5907.0;0.00802
2123;erdos;94122.0;0.006229;98372.0;0.001485;94122.0;0.024395
2123;regular;41455517.0;0.004954;41455517.0;0.001016;41455517.0;0.387414
2123;watts;607954.0;0.005563;607954.0;0.00149;607954.0;0.028852
2126;barabasi;140211.0;0.005725;140211.0;0.001349;140211.0;0.015427
2126;complete;5756.0;0.004985;6229.0;0.00338;5756.0;0.008036
2126;erdos;106941.0;0.006214;111117.0;0.001592;106941.0;0.02242
2126;regular;849615.0;0.005722;849615.0;0.001225;849615.0;0.022547
2126;watts;613033.0;0.005447;613033.0;0.001259;613033.0;0.024704
2129;barabasi;125002.0;0.005789;125002.0;0.001352;125002.0;0.019337
2129;complete;5839.0;0.005012;6309.0;0.003371;5839.0;0.008049
2129;erdos;109673.0;0.006266;114190.0;0.001764;109673.0;0.026672
2129;regular;25761613.0;0.003951;25761613.0;0.000771;25761613.0;0.242949
2129;watts;542964.0;0.005613;542964.0;0.001301;542964.0;0.026907
2132;barabasi;144938.0;0.005955;144938.0;0.001613;144938.0;0.017363
2132;complete;5960.0;0.005335;6527.0;0.003393;5960.0;0.008062
2132;erdos;82066.0;0.006311;86370.0;0.001498;82066.0;0.024791
2132;regular;506845.0;0.005502;506845.0;0.001202;506845.0;0.018518
2132;watts;544431.0;0.00572;544431.0;0.001373;544431.0;0.030978
2136;barabasi;162902.0;0.005837;162902.0;0.001357;162902.0;0.017388
2136;complete;5916.0;0.005057;6432.0;0.003414;5916.0;0.0081
2136;erdos;91254.0;0.00631;95648.0;0.001786;91254.0;0.022619
2136;regular;16.0;1e-05;16.0;7e-06;16.0;0.003022
2136;watts;529374.0;0.005707;529374.0;0.001393;529374.0;0.025005
2139;regular;22423791.0;0.003676;22423791.0;0.000725;22423791.0;0.224892
2139;watts;504789.0;0.005629;504789.0;0.001313;504789.0;0.033263
2139;erdos;100376.0;0.006732;105112.0;0.001555;100376.0;0.020376
2139;barabasi;148409.0;0.005893;148409.0;0.001381;148409.0;0.017676
2139;complete;6082.0;0.005461;6959.0;0.003459;6082.0;0.008134
2142;barabasi;157672.0;0.005804;157672.0;0.001353;157672.0;0.019538
2142;complete;6039.0;0.005014;6681.0;0.003467;6039.0;0.008155
2142;erdos;85071.0;0.006341;90082.0;0.001722;85071.0;0.020489
2142;regular;891355.0;0.005801;891355.0;0.001229;891355.0;0.01795
2142;watts;571158.0;0.005881;571158.0;0.00131;571158.0;0.033443
2145;barabasi;159785.0;0.006248;159785.0;0.001371;159785.0;0.015466
2145;complete;5899.0;0.005427;6350.0;0.003464;5899.0;0.008171
2145;erdos;90142.0;0.006479;95185.0;0.001585;90142.0;0.022683
2145;regular;10442498.0;0.002376;10442498.0;0.000548;10442498.0;0.111581
2145;watts;554230.0;0.005519;554230.0;0.001316;554230.0;0.026995
2149;barabasi;117851.0;0.005892;117851.0;0.001409;117851.0;0.015792
2149;complete;5930.0;0.005478;6348.0;0.003459;5930.0;0.008179
2149;erdos;79537.0;0.006535;84076.0;0.001524;79537.0;0.022941
2149;regular;42810406.0;0.005103;42810406.0;0.001062;42810406.0;0.433603
2149;watts;588824.0;0.005802;588824.0;0.001356;588824.0;0.031228
2152;barabasi;129982.0;0.005875;129982.0;0.001366;129982.0;0.01556
2152;complete;5994.0;0.005434;6574.0;0.003461;5994.0;0.008215
2152;erdos;83886.0;0.006384;88498.0;0.001783;83886.0;0.018284
2152;regular;845449.0;0.005854;845449.0;0.001278;845449.0;0.024057
2152;watts;555926.0;0.005604;555926.0;0.001286;555926.0;0.027559
2155;barabasi;119801.0;0.005873;119801.0;0.001378;119801.0;0.015593
2155;complete;5913.0;0.005082;6420.0;0.003479;5913.0;0.008244
2155;erdos;83862.0;0.006401;88943.0;0.001555;83862.0;0.025166
2155;regular;32539131.0;0.004521;32539131.0;0.000882;32539131.0;0.329505
2155;watts;568207.0;0.005664;568207.0;0.001334;568207.0;0.029659
2158;barabasi;128819.0;0.005989;128819.0;0.0016;128819.0;0.015792
2158;complete;6013.0;0.005075;6571.0;0.003493;6013.0;0.008273
2158;erdos;88562.0;0.006764;92800.0;0.001522;88562.0;0.023019
2158;regular;935529.0;0.005985;935529.0;0.001289;935529.0;0.018411
2158;watts;603064.0;0.005704;603064.0;0.001307;603064.0;0.023209
2161;barabasi;142427.0;0.005994;142427.0;0.001392;142427.0;0.015814
2161;complete;6061.0;0.005558;6660.0;0.00351;6061.0;0.008326
2161;erdos;107988.0;0.006494;113063.0;0.001559;107988.0;0.020943
2161;regular;55944464.0;0.005755;55944464.0;0.001173;55944464.0;0.545097
2161;watts;486562.0;0.005662;486562.0;0.001308;486562.0;0.025486
2165;regular;54358040.0;0.005935;54358040.0;0.001185;54358040.0;0.54473
2165;watts;589549.0;0.006034;589549.0;0.001319;589549.0;0.027139
2165;erdos;81112.0;0.006545;85948.0;0.001568;81112.0;0.021022
2165;barabasi;157794.0;0.006149;157794.0;0.001455;157794.0;0.017951
2165;complete;5983.0;0.005145;6457.0;0.003501;5983.0;0.008327
2168;barabasi;126764.0;0.005995;126764.0;0.001388;126764.0;0.017895
2168;complete;5934.0;0.005242;6279.0;0.003549;5934.0;0.008338
2168;erdos;80853.0;0.006457;85817.0;0.001522;80853.0;0.020842
2168;regular;863927.0;0.005989;863927.0;0.001322;863927.0;0.018923
2168;watts;509472.0;0.005765;509472.0;0.001374;509472.0;0.032197
2171;barabasi;138611.0;0.006046;138611.0;0.001429;138611.0;0.017955
2171;complete;6197.0;0.005213;6966.0;0.003575;6197.0;0.008385
2171;erdos;87811.0;0.006704;92326.0;0.001664;87811.0;0.021063
2171;regular;2572502.0;0.001059;2572502.0;0.000251;2572502.0;0.030525
2171;watts;567437.0;0.005814;567437.0;0.001362;567437.0;0.024097
2174;barabasi;137442.0;0.006095;137442.0;0.001456;137442.0;0.015981
2174;complete;5901.0;0.00518;6408.0;0.003526;5901.0;0.008411
2174;erdos;78430.0;0.006509;83708.0;0.001555;78430.0;0.023476
2174;regular;643164.0;0.005752;643164.0;0.001213;643164.0;0.015966
2174;watts;621317.0;0.00593;621317.0;0.001423;621317.0;0.032054
2178;barabasi;147843.0;0.006342;147843.0;0.001447;147843.0;0.015954
2178;complete;6154.0;0.005251;6867.0;0.003554;6154.0;0.00841
2178;erdos;82657.0;0.006611;87263.0;0.001765;82657.0;0.021425
2178;regular;630001.0;0.005654;630001.0;0.001217;630001.0;0.017909
2178;watts;531843.0;0.005767;531843.0;0.001306;531843.0;0.027377
2181;barabasi;141554.0;0.006014;141554.0;0.001399;141554.0;0.020235
2181;complete;6034.0;0.00517;6487.0;0.003524;6034.0;0.008432
2181;erdos;86323.0;0.006535;91174.0;0.001564;86323.0;0.023646
2181;regular;1712915.0;0.000886;1712915.0;0.000222;1712915.0;0.020764
2181;watts;498155.0;0.005881;498155.0;0.001344;498155.0;0.027909
2184;barabasi;183013.0;0.006062;183013.0;0.001452;183013.0;0.020317
2184;complete;6085.0;0.00529;6849.0;0.003582;6085.0;0.008484
2184;erdos;77399.0;0.006561;82013.0;0.001647;77399.0;0.023604
2184;regular;536574.0;0.006104;536574.0;0.001246;536574.0;0.018964
2184;watts;475953.0;0.005885;475953.0;0.001355;475953.0;0.025903
2188;barabasi;128672.0;0.006079;128672.0;0.00142;128672.0;0.018499
2188;complete;6054.0;0.005257;6621.0;0.003584;6054.0;0.008497
2188;erdos;75731.0;0.00666;81103.0;0.001578;75731.0;0.026231
2188;regular;824378.0;0.0061;824378.0;0.001356;824378.0;0.020747
2188;watts;591364.0;0.005864;591364.0;0.001363;591364.0;0.026206
2191;regular;6094783.0;0.001759;6094783.0;0.000389;6094783.0;0.066483
2191;watts;534426.0;0.005885;534426.0;0.001385;534426.0;0.028344
2191;erdos;74231.0;0.006679;79534.0;0.001718;74231.0;0.021358
2191;barabasi;151140.0;0.006356;151140.0;0.001466;151140.0;0.018458
2191;complete;6033.0;0.005619;6612.0;0.003577;6033.0;0.008518
2194;barabasi;154326.0;0.006195;154326.0;0.001463;154326.0;0.020499
2194;complete;6132.0;0.00565;6718.0;0.003601;6132.0;0.008535
2194;erdos;97128.0;0.006758;101643.0;0.001583;97128.0;0.023844
2194;regular;882812.0;0.006191;882812.0;0.001343;882812.0;0.021055
2194;watts;614940.0;0.006127;614940.0;0.001396;614940.0;0.031015
2197;barabasi;138354.0;0.00615;138354.0;0.001486;138354.0;0.018417
2197;complete;6173.0;0.00531;6792.0;0.003708;6173.0;0.008633
2197;erdos;89457.0;0.006653;94603.0;0.001568;89457.0;0.023899
2197;regular;56455626.0;0.005911;56455626.0;0.001231;56455626.0;0.578075
2197;watts;524599.0;0.005993;524599.0;0.001363;524599.0;0.031869
2201;barabasi;147521.0;0.006253;147521.0;0.001462;147521.0;0.018456
2201;complete;6119.0;0.005401;6697.0;0.003661;6119.0;0.008604
2201;erdos;129425.0;0.006655;134274.0;0.001588;129425.0;0.028459
2201;regular;59507837.0;0.006098;59507837.0;0.001224;59507837.0;0.621895
2201;watts;592448.0;0.005906;592448.0;0.001362;592448.0;0.028608
2204;barabasi;125517.0;0.006396;125517.0;0.001819;125517.0;0.018557
2204;complete;6011.0;0.005789;6450.0;0.003629;6011.0;0.008623
2204;erdos;89559.0;0.006918;94317.0;0.001589;89559.0;0.021662
2204;regular;539258.0;0.006042;539258.0;0.00125;539258.0;0.021158
2204;watts;556937.0;0.005982;556937.0;0.001389;556937.0;0.030603
2207;barabasi;173241.0;0.006181;173241.0;0.001474;173241.0;0.018549
2207;complete;6037.0;0.005716;6537.0;0.003654;6037.0;0.008671
2207;erdos;85233.0;0.006774;90375.0;0.00162;85233.0;0.024204
2207;regular;4595184.0;0.001513;4595184.0;0.00037;4595184.0;0.050556
2207;watts;642606.0;0.006378;642606.0;0.001766;642606.0;0.035149
2211;barabasi;149415.0;0.006599;149415.0;0.001704;149415.0;0.018644
2211;complete;6239.0;0.005882;6817.0;0.003683;6239.0;0.00869
2211;erdos;102897.0;0.006748;107988.0;0.001597;102897.0;0.021927
2211;regular;4287011.0;0.001408;4287011.0;0.000317;4287011.0;0.045391
2211;watts;521995.0;0.005992;521995.0;0.001578;521995.0;0.03124
2214;barabasi;163017.0;0.00632;163017.0;0.001614;163017.0;0.023314
2214;complete;6073.0;0.005724;6587.0;0.003682;6073.0;0.008701
2214;erdos;89504.0;0.006709;94586.0;0.001599;89504.0;0.026597
2214;regular;878197.0;0.006336;878197.0;0.001381;878197.0;0.021392
2214;watts;511760.0;0.006218;511760.0;0.001409;511760.0;0.028959
2217;regular;338811.0;0.000422;338811.0;9.7e-05;338811.0;0.007557
2217;watts;603269.0;0.006179;603269.0;0.001496;603269.0;0.029557
2217;erdos;98370.0;0.007252;102999.0;0.001612;98370.0;0.024272
2217;barabasi;175898.0;0.006578;175898.0;0.001497;175898.0;0.023199
2217;complete;6093.0;0.005379;6583.0;0.003697;6093.0;0.008737
2221;barabasi;139639.0;0.006348;139639.0;0.001507;139639.0;0.016596
2221;complete;6129.0;0.005452;6692.0;0.003726;6129.0;0.008758
2221;erdos;80435.0;0.006775;85423.0;0.001629;80435.0;0.022166
2221;regular;42941697.0;0.005428;42941697.0;0.001069;42941697.0;0.452173
2221;watts;560999.0;0.006144;560999.0;0.001417;560999.0;0.03162
2224;barabasi;140736.0;0.006632;140736.0;0.001785;140736.0;0.016647
2224;complete;6384.0;0.0063;7078.0;0.003782;6384.0;0.008784
2224;erdos;107569.0;0.006804;111782.0;0.001629;107569.0;0.024612
2224;regular;821707.0;0.00642;821707.0;0.001398;821707.0;0.021747
2224;watts;548875.0;0.0064;548875.0;0.00157;548875.0;0.031757
2227;barabasi;142597.0;0.006809;142597.0;0.001721;142597.0;0.016675
2227;complete;6081.0;0.005476;6547.0;0.003681;6081.0;0.008793
2227;erdos;98345.0;0.007023;103321.0;0.001652;98345.0;0.024688
2227;regular;17426583.0;0.003353;17426583.0;0.000698;17426583.0;0.17756
2227;watts;587880.0;0.006183;587880.0;0.001396;587880.0;0.029417
2231;barabasi;157288.0;0.006438;157288.0;0.001529;157288.0;0.016772
2231;complete;6199.0;0.005396;6854.0;0.003727;6199.0;0.008835
2231;erdos;91269.0;0.006853;97060.0;0.001612;91269.0;0.027093
2231;regular;56264792.0;0.006006;56264792.0;0.001235;56264792.0;0.564873
2231;watts;601152.0;0.006251;601152.0;0.001468;601152.0;0.029597
2234;barabasi;177136.0;0.006393;177136.0;0.001663;177136.0;0.025771
2234;complete;6138.0;0.005509;6658.0;0.003706;6138.0;0.00886
2234;erdos;82126.0;0.00685;88373.0;0.001623;82126.0;0.022013
2234;regular;487648.0;0.006087;487648.0;0.001286;487648.0;0.020406
2234;watts;551165.0;0.006163;551165.0;0.001575;551165.0;0.036173
2237;barabasi;154476.0;0.006471;154476.0;0.001516;154476.0;0.019079
2237;complete;6237.0;0.00593;6831.0;0.003762;6237.0;0.008887
2237;erdos;88125.0;0.006898;93678.0;0.001671;88125.0;0.024922
2237;regular;2365746.0;0.001069;2365746.0;0.000267;2365746.0;0.02609
2237;watts;732524.0;0.006154;732524.0;0.00141;732524.0;0.036438
2241;barabasi;134316.0;0.006471;134316.0;0.001556;134316.0;0.016854
2241;complete;6461.0;0.006422;7195.0;0.004112;6461.0;0.009028
2241;erdos;99442.0;0.006994;104699.0;0.001679;99442.0;0.025167
2241;regular;64031229.0;0.006449;64031229.0;0.001518;64031229.0;0.63121
2241;watts;606027.0;0.006298;606027.0;0.001442;606027.0;0.031786
2244;regular;982525.0;0.0068;982525.0;0.001388;982525.0;0.022117
2244;watts;661661.0;0.006131;661661.0;0.001453;661661.0;0.029572
2244;erdos;93399.0;0.006956;98262.0;0.001667;93399.0;0.024758
2244;barabasi;152464.0;0.006836;152464.0;0.00187;152464.0;0.023761
2244;complete;6406.0;0.006153;7233.0;0.003768;6406.0;0.00895
2247;barabasi;140774.0;0.006421;140774.0;0.001573;140774.0;0.019244
2247;complete;6317.0;0.005677;7061.0;0.003807;6317.0;0.008968
2247;erdos;77615.0;0.006974;82052.0;0.001645;77615.0;0.022603
2247;regular;708218.0;0.005283;708218.0;0.001086;708218.0;0.018079
2247;watts;616734.0;0.006252;616734.0;0.001474;616734.0;0.034393
2251;barabasi;169485.0;0.00647;169485.0;0.001675;169485.0;0.019357
2251;complete;6200.0;0.005517;6710.0;0.003776;6200.0;0.009067
2251;erdos;102374.0;0.007053;107683.0;0.001653;102374.0;0.022573
2251;regular;20223087.0;0.003644;20223087.0;0.000734;20223087.0;0.205731
2251;watts;730028.0;0.006252;730028.0;0.001438;730028.0;0.0278
2254;barabasi;147446.0;0.006546;147446.0;0.001744;147446.0;0.019448
2254;complete;6275.0;0.00568;6813.0;0.003851;6275.0;0.009049
2254;erdos;85027.0;0.007398;90183.0;0.001701;85027.0;0.027329
2254;regular;833091.0;0.006779;833091.0;0.00144;833091.0;0.019488
2254;watts;519690.0;0.006256;519690.0;0.001536;519690.0;0.032316
2257;barabasi;137663.0;0.006625;137682.0;0.001605;137663.0;0.019437
2257;complete;6314.0;0.006056;6921.0;0.003824;6314.0;0.00907
2257;erdos;100714.0;0.00712;105907.0;0.001718;100714.0;0.025101
2257;regular;841917.0;0.000647;841917.0;0.000157;841917.0;0.012595
2257;watts;535868.0;0.006379;535868.0;0.001469;535868.0;0.034693
2261;barabasi;157802.0;0.006642;157802.0;0.001581;157802.0;0.017241
2261;complete;6192.0;0.005643;6621.0;0.003868;6192.0;0.009101
2261;erdos;123705.0;0.00725;128778.0;0.001739;123705.0;0.025446
2261;regular;19370865.0;0.003525;19370865.0;0.000737;19370865.0;0.205619
2261;watts;683615.0;0.00628;683615.0;0.001468;683615.0;0.030499
2264;barabasi;151088.0;0.006667;151088.0;0.001562;151088.0;0.017267
2264;complete;6284.0;0.005692;6820.0;0.003844;6284.0;0.009128
2264;erdos;98825.0;0.007363;104153.0;0.001827;98825.0;0.025479
2264;regular;510511.0;0.006287;510511.0;0.00144;510511.0;0.019374
2264;watts;521565.0;0.00657;521565.0;0.001524;521565.0;0.032783
2268;barabasi;142164.0;0.006605;142164.0;0.0016;142164.0;0.019611
2268;complete;6412.0;0.005818;7054.0;0.003871;6412.0;0.009147
2268;erdos;89112.0;0.007091;93466.0;0.00172;89112.0;0.027848
2268;regular;567005.0;0.006205;567005.0;0.001317;567005.0;0.019741
2268;watts;636555.0;0.006467;636555.0;0.001492;636555.0;0.032711
2271;regular;4021545.0;0.001403;4021545.0;0.000318;4021545.0;0.041551
2271;watts;586297.0;0.006404;586297.0;0.001624;586297.0;0.034891
2271;erdos;110413.0;0.007419;115339.0;0.001737;110413.0;0.027812
2271;barabasi;127744.0;0.006564;127744.0;0.001633;127744.0;0.022175
2271;complete;6437.0;0.006317;7298.0;0.003984;6437.0;0.009184
2274;barabasi;141766.0;0.006656;141766.0;0.001612;141766.0;0.0197
2274;complete;6368.0;0.00627;7041.0;0.003891;6368.0;0.009194
2274;erdos;78657.0;0.00731;83996.0;0.001935;78657.0;0.032841
2274;regular;828657.0;0.006333;828657.0;0.001369;828657.0;0.019432
2274;watts;563465.0;0.006467;563465.0;0.00159;563465.0;0.035353
2278;barabasi;164454.0;0.00686;164454.0;0.001666;164454.0;0.01976
2278;complete;6362.0;0.005765;7036.0;0.003889;6362.0;0.00921
2278;erdos;78896.0;0.007422;83817.0;0.001775;78896.0;0.025753
2278;regular;1074377.0;0.006664;1074377.0;0.001436;1074377.0;0.022743
2278;watts;628078.0;0.006524;628078.0;0.00154;628078.0;0.030915
2281;barabasi;152946.0;0.006733;152946.0;0.00174;152946.0;0.019803
2281;complete;6299.0;0.006043;6788.0;0.003887;6299.0;0.009236
2281;erdos;84669.0;0.007171;90052.0;0.001851;84669.0;0.025874
2281;regular;2547621.0;0.001114;2547621.0;0.000263;2547621.0;0.028591
2281;watts;620631.0;0.006329;620631.0;0.001498;620631.0;0.032511
2285;barabasi;136862.0;0.006654;136862.0;0.001562;136862.0;0.017536
2285;complete;6422.0;0.006284;7032.0;0.003932;6422.0;0.009258
2285;erdos;99685.0;0.007254;105249.0;0.001702;99685.0;0.023395
2285;regular;41110663.0;0.005347;41110663.0;0.001081;41110663.0;0.4232
2285;watts;558940.0;0.006389;558940.0;0.001492;558940.0;0.030767
2288;barabasi;167642.0;0.006738;167642.0;0.001656;167642.0;0.019973
2288;complete;6430.0;0.006399;7135.0;0.00398;6430.0;0.009314
2288;erdos;106135.0;0.007227;110716.0;0.001762;106135.0;0.023467
2288;regular;918735.0;0.006711;918735.0;0.001442;918735.0;0.025172
2288;watts;643466.0;0.006581;643466.0;0.00167;643466.0;0.028046
2292;barabasi;135428.0;0.006938;135428.0;0.001604;135428.0;0.020033
2292;complete;6309.0;0.005783;6895.0;0.003915;6309.0;0.009341
2292;erdos;87030.0;0.008013;91604.0;0.001753;87030.0;0.025883
2292;regular;985765.0;0.006826;985765.0;0.001531;985765.0;0.020553
2292;watts;546603.0;0.006604;546603.0;0.001643;546603.0;0.03552
2295;barabasi;155121.0;0.00674;155121.0;0.001624;155121.0;0.022473
2295;complete;6377.0;0.006115;6880.0;0.003954;6377.0;0.009368
2295;erdos;95208.0;0.007248;99659.0;0.001737;95208.0;0.026169
2295;regular;5264059.0;0.001666;5264059.0;0.000372;5264059.0;0.06162
2295;watts;636177.0;0.006505;636177.0;0.001686;636177.0;0.031252
2298;regular;860252.0;0.006807;860252.0;0.001506;860252.0;0.025517
2298;watts;584701.0;0.006491;584701.0;0.001502;584701.0;0.031157
2298;erdos;82916.0;0.007283;87548.0;0.0018;82916.0;0.021218
2298;barabasi;197625.0;0.006767;197625.0;0.001627;197625.0;0.017762
2298;complete;6227.0;0.006311;6637.0;0.003952;6227.0;0.009375
2302;barabasi;146642.0;0.006848;146642.0;0.001612;146642.0;0.017831
2302;complete;6314.0;0.005848;6759.0;0.003997;6314.0;0.009417
2302;erdos;81614.0;0.007319;86309.0;0.001735;81614.0;0.026309
2302;regular;854712.0;0.006891;854712.0;0.001602;854712.0;0.022667
2302;watts;523644.0;0.006541;523644.0;0.001531;523644.0;0.029107
2305;barabasi;139780.0;0.00701;139780.0;0.001697;139780.0;0.020556
2305;complete;6474.0;0.006509;7014.0;0.004013;6474.0;0.009461
2305;erdos;75164.0;0.007359;80431.0;0.001769;75164.0;0.023608
2305;regular;34295236.0;0.004979;34295236.0;0.001018;34295236.0;0.351103
2305;watts;598143.0;0.00658;598143.0;0.001501;598143.0;0.031376
2309;barabasi;157798.0;0.007021;157798.0;0.001619;157798.0;0.020351
2309;complete;6325.0;0.006297;6820.0;0.004032;6325.0;0.009476
2309;erdos;73016.0;0.007611;78377.0;0.001782;73016.0;0.026567
2309;regular;33330663.0;0.00494;33330663.0;0.000961;33330663.0;0.364581
2309;watts;594725.0;0.006626;594725.0;0.001535;594725.0;0.031682
2312;barabasi;158595.0;0.007079;158595.0;0.001743;158595.0;0.020381
2312;complete;6417.0;0.006477;7141.0;0.004022;6417.0;0.009514
2312;erdos;79760.0;0.007393;85065.0;0.001772;79760.0;0.031343
2312;regular;1030172.0;0.006858;1030172.0;0.001524;1030172.0;0.021278
2312;watts;578246.0;0.006518;578246.0;0.001624;578246.0;0.031541
2316;barabasi;142467.0;0.006868;142467.0;0.001764;142467.0;0.020456
2316;complete;6590.0;0.006111;7242.0;0.004045;6590.0;0.009632
2316;erdos;98946.0;0.007544;103712.0;0.001788;98946.0;0.026459
