Quantidade_Vertices;Tipo_Grafo;Custo_Dijkstra;Tempo_Dijkstra(s);Custo_Duan;Tempo_Duan(s);Custo_BellmanFord;Tempo_BellmanFord(s)
949;complete;2853.0;0.00113;3464.0;0.000748;2853.0;0.001633
949;erdos;105046.0;0.001236;105511.0;0.000347;105046.0;0.004854
949;regular;3212.0;1.7e-05;3212.0;1e-05;3212.0;0.000628
949;watts;213767.0;0.001135;213767.0;0.000301;213767.0;0.005698
951;barabasi;57511.0;0.001179;57511.0;0.000332;57511.0;0.00316
951;complete;3345.0;0.001142;4397.0;0.000773;3345.0;0.002042
951;erdos;56605.0;0.001253;57044.0;0.000357;56605.0;0.004409
951;regular;2476608.0;0.000561;2476608.0;0.00012;2476608.0;0.011448
951;watts;204998.0;0.001108;204998.0;0.000296;204998.0;0.004926
952;barabasi;54416.0;0.001374;54416.0;0.000381;54416.0;0.002969
952;complete;3454.0;0.001129;4144.0;0.000752;3454.0;0.002046
952;erdos;57911.0;0.001252;58259.0;0.000352;57911.0;0.003922
952;regular;241632.0;0.001127;241632.0;0.000266;241632.0;0.003306
952;watts;230992.0;0.001123;230992.0;0.000313;230992.0;0.005061
953;barabasi;67356.0;0.001211;67356.0;0.000392;67356.0;0.003805
953;complete;2739.0;0.001072;3203.0;0.000754;2739.0;0.001646
953;erdos;61109.0;0.001259;61821.0;0.000351;61109.0;0.00415
953;regular;9762730.0;0.001152;9762730.0;0.000245;9762730.0;0.043659
953;watts;196927.0;0.001151;196927.0;0.000297;196927.0;0.005134
955;erdos;76518.0;0.001264;77200.0;0.000354;76518.0;0.004146
955;barabasi;53407.0;0.001205;53407.0;0.000344;53407.0;0.003185
955;complete;2930.0;0.001081;3558.0;0.000756;2930.0;0.001672
955;regular;7420633.0;0.000968;7420633.0;0.000203;7420633.0;0.033464
955;watts;182319.0;0.001151;182319.0;0.000334;182319.0;0.005555
956;barabasi;73383.0;0.001193;73383.0;0.000329;73383.0;0.002789
956;complete;3089.0;0.001123;3766.0;0.00076;3089.0;0.001662
956;erdos;74976.0;0.001276;75311.0;0.000363;74976.0;0.003934
956;regular;366249.0;0.001193;366249.0;0.000283;366249.0;0.003384
956;watts;179921.0;0.0014;179921.0;0.000337;179921.0;0.00522
958;barabasi;63196.0;0.001197;63196.0;0.000332;63196.0;0.003973
958;complete;2955.0;0.001086;3579.0;0.000761;2955.0;0.001666
958;erdos;59053.0;0.001267;59915.0;0.000356;59053.0;0.004059
958;regular;338220.0;0.001212;338220.0;0.000288;338220.0;0.003895
958;watts;208887.0;0.001157;208887.0;0.000296;208887.0;0.006095
959;barabasi;50403.0;0.001359;50403.0;0.000332;50403.0;0.003844
959;complete;3219.0;0.0012;3902.0;0.000775;3219.0;0.002168
959;erdos;65591.0;0.001275;66074.0;0.000362;65591.0;0.004452
959;regular;6935080.0;0.000969;6935080.0;0.000206;6935080.0;0.035169
959;watts;210107.0;0.001143;210107.0;0.000304;210107.0;0.004968
961;barabasi;58646.0;0.001216;58646.0;0.000337;58646.0;0.003464
961;complete;3152.0;0.001245;3742.0;0.000771;3152.0;0.002093
961;erdos;82229.0;0.001382;82702.0;0.000358;82229.0;0.003623
961;regular;10159776.0;0.001108;10159776.0;0.000235;10159776.0;0.044581
961;watts;238382.0;0.001136;238382.0;0.000298;238382.0;0.005252
962;barabasi;60388.0;0.001217;60388.0;0.000352;60388.0;0.003744
962;complete;3153.0;0.001197;3939.0;0.000778;3153.0;0.001681
962;erdos;66880.0;0.001274;67457.0;0.000356;66880.0;0.004984
962;regular;351434.0;0.001215;351434.0;0.000286;351434.0;0.003712
962;watts;240819.0;0.001155;240819.0;0.0003;240819.0;0.005652
963;barabasi;53721.0;0.001208;53721.0;0.000385;53721.0;0.003685
963;complete;2952.0;0.001084;3515.0;0.000763;2952.0;0.001681
963;erdos;90403.0;0.001278;90960.0;0.000362;90403.0;0.004185
963;regular;6075.0;2.3e-05;6075.0;1.4e-05;6075.0;0.000677
963;watts;224104.0;0.001144;224104.0;0.000331;224104.0;0.007203
965;barabasi;65572.0;0.001217;65572.0;0.000335;65572.0;0.003261
965;complete;3626.0;0.001086;4483.0;0.000779;3626.0;0.002099
965;erdos;70369.0;0.001291;70851.0;0.000365;70369.0;0.004053
965;regular;9236663.0;0.001085;9236663.0;0.00023;9236663.0;0.043351
965;watts;222238.0;0.001192;222238.0;0.000306;222238.0;0.005667
966;erdos;83105.0;0.001299;83565.0;0.000362;83105.0;0.00405
966;barabasi;57499.0;0.001234;57499.0;0.000336;57499.0;0.003262
966;complete;3048.0;0.001127;3681.0;0.000773;3048.0;0.00169
966;regular;372592.0;0.001216;372592.0;0.000288;372592.0;0.003497
966;watts;214855.0;0.001144;214855.0;0.000305;214855.0;0.004821
968;barabasi;66775.0;0.001232;66775.0;0.000352;66775.0;0.003276
968;complete;3066.0;0.001142;3794.0;0.000795;3066.0;0.002116
968;erdos;79162.0;0.001518;79616.0;0.000377;79162.0;0.004525
968;regular;357400.0;0.001225;357400.0;0.000308;357400.0;0.00425
968;watts;218692.0;0.001141;218692.0;0.000308;218692.0;0.00524
969;erdos;76353.0;0.001314;76526.0;0.000368;76353.0;0.003917
969;regular;9969646.0;0.001138;9969646.0;0.000244;9969646.0;0.049905
969;watts;197955.0;0.001194;197955.0;0.000306;197955.0;0.005301
969;barabasi;60500.0;0.001258;60500.0;0.000339;60500.0;0.00284
969;complete;3002.0;0.001108;3535.0;0.000785;3002.0;0.001706
971;barabasi;75628.0;0.001302;75628.0;0.000408;75628.0;0.003352
971;complete;3274.0;0.001231;3935.0;0.000789;3274.0;0.001702
971;erdos;74019.0;0.001312;74584.0;0.000367;74019.0;0.00507
971;regular;12005921.0;0.001203;12005921.0;0.000259;12005921.0;0.055377
971;watts;207801.0;0.001163;207801.0;0.000304;207801.0;0.006211
972;erdos;76127.0;0.001306;76554.0;0.000369;76127.0;0.004233
972;barabasi;57118.0;0.001239;57118.0;0.00034;57118.0;0.002859
972;complete;3189.0;0.00118;3820.0;0.000795;3189.0;0.001714
972;regular;196286.0;0.001191;196286.0;0.000299;196286.0;0.0031
972;watts;184580.0;0.001163;184580.0;0.000305;184580.0;0.006389
974;barabasi;54851.0;0.00124;54851.0;0.000343;54851.0;0.003558
974;complete;3069.0;0.00115;3838.0;0.000791;3069.0;0.001732
974;erdos;66335.0;0.00131;66839.0;0.000395;66335.0;0.004371
974;regular;300540.0;0.001186;300540.0;0.000279;300540.0;0.003344
974;watts;198610.0;0.001165;198610.0;0.000306;198610.0;0.00583
975;barabasi;71719.0;0.001252;71719.0;0.000344;71719.0;0.003321
975;complete;3395.0;0.001214;4134.0;0.000798;3395.0;0.002157
975;erdos;92715.0;0.001412;93157.0;0.000462;92715.0;0.004162
975;regular;4104450.0;0.000699;4104450.0;0.000157;4104450.0;0.019128
975;watts;209384.0;0.001169;209384.0;0.000305;209384.0;0.006051
977;barabasi;54010.0;0.00126;54010.0;0.000345;54010.0;0.004594
977;complete;2985.0;0.001114;3596.0;0.000792;2985.0;0.00174
977;erdos;83448.0;0.001329;83956.0;0.00037;83448.0;0.0042
977;regular;92464.0;9.3e-05;92464.0;2.8e-05;92464.0;0.001159
977;watts;246416.0;0.001171;246416.0;0.000312;246416.0;0.006287
978;barabasi;73154.0;0.001247;73154.0;0.000342;73154.0;0.003353
978;complete;3283.0;0.001212;3969.0;0.000803;3283.0;0.002162
978;erdos;83252.0;0.001329;83850.0;0.000377;83252.0;0.004262
978;regular;317336.0;0.001247;317336.0;0.00031;317336.0;0.003863
978;watts;235370.0;0.001353;235370.0;0.000314;235370.0;0.004519
979;erdos;73809.0;0.00133;74280.0;0.00037;73809.0;0.004247
979;barabasi;66299.0;0.001257;66299.0;0.00036;66299.0;0.002904
979;complete;2966.0;0.001103;3545.0;0.000789;2966.0;0.00174
979;regular;1504779.0;0.000376;1504779.0;9.6e-05;1504779.0;0.007977
979;watts;252424.0;0.001189;252424.0;0.00031;252424.0;0.005382
981;barabasi;57357.0;0.001261;57357.0;0.000343;57357.0;0.003573
981;complete;3160.0;0.001183;3697.0;0.000798;3160.0;0.001743
981;erdos;83407.0;0.001328;83955.0;0.000388;83407.0;0.004698
981;regular;10527944.0;0.001192;10527944.0;0.000254;10527944.0;0.051116
981;watts;231398.0;0.001194;231398.0;0.000307;231398.0;0.004551
982;barabasi;71418.0;0.001276;71421.0;0.000343;71418.0;0.003896
982;complete;2940.0;0.001202;3488.0;0.000806;2940.0;0.00218
982;erdos;74056.0;0.00134;74774.0;0.000368;74056.0;0.003699
982;regular;343711.0;0.001262;343711.0;0.000296;343711.0;0.003848
982;watts;252268.0;0.001211;252268.0;0.000342;252268.0;0.005915
984;erdos;65822.0;0.001412;66629.0;0.00051;65822.0;0.004761
984;barabasi;66447.0;0.001275;66447.0;0.000349;66447.0;0.003373
984;complete;3142.0;0.001184;3735.0;0.000802;3142.0;0.002178
984;regular;336532.0;0.001258;336532.0;0.000301;336532.0;0.004543
984;watts;191232.0;0.001199;191232.0;0.000314;191232.0;0.00538
985;barabasi;52820.0;0.001533;52820.0;0.000349;52820.0;0.003834
985;complete;3216.0;0.001275;3767.0;0.00081;3216.0;0.00177
985;erdos;85014.0;0.001333;85369.0;0.000379;85014.0;0.005169
985;regular;5112818.0;0.000828;5112818.0;0.000177;5112818.0;0.027256
985;watts;234185.0;0.001189;234185.0;0.000316;234185.0;0.005684
987;barabasi;62052.0;0.001402;62052.0;0.000356;62052.0;0.003077
987;complete;3095.0;0.001204;3745.0;0.000811;3095.0;0.001769
987;erdos;82021.0;0.001343;82725.0;0.000422;82021.0;0.004766
987;regular;633349.0;0.00029;633349.0;6.8e-05;633349.0;0.00392
987;watts;224896.0;0.001202;224896.0;0.00033;224896.0;0.006319
988;barabasi;66053.0;0.001278;66053.0;0.000349;66053.0;0.003083
988;complete;2972.0;0.001119;3605.0;0.000806;2972.0;0.001763
988;erdos;77932.0;0.001344;78384.0;0.00038;77932.0;0.004241
988;regular;366401.0;0.001277;366401.0;0.000306;366401.0;0.004058
988;watts;229513.0;0.0012;229513.0;0.000325;229513.0;0.005502
990;barabasi;58345.0;0.001283;58345.0;0.00035;58345.0;0.004049
990;complete;3109.0;0.001163;3820.0;0.000818;3109.0;0.002205
990;erdos;83144.0;0.001354;83613.0;0.000379;83144.0;0.00381
990;regular;359953.0;0.001284;359953.0;0.0003;359953.0;0.004278
990;watts;221637.0;0.001212;221637.0;0.00032;221637.0;0.006621
991;watts;235160.0;0.001223;235160.0;0.000319;235160.0;0.00574
991;barabasi;61226.0;0.00128;61226.0;0.000373;61226.0;0.003419
991;complete;3280.0;0.001216;4052.0;0.000812;3280.0;0.002214
991;erdos;68589.0;0.00141;69489.0;0.000378;68589.0;0.003838
991;regular;9086509.0;0.001119;9086509.0;0.000241;9086509.0;0.046207
993;barabasi;61300.0;0.00129;61300.0;0.000351;61300.0;0.003442
993;complete;3083.0;0.001253;3695.0;0.000816;3083.0;0.002225
993;erdos;69749.0;0.001364;70308.0;0.000392;69749.0;0.004693
993;regular;12547525.0;0.001258;12547525.0;0.000268;12547525.0;0.06032
993;watts;249721.0;0.001213;249721.0;0.000319;249721.0;0.007264
994;erdos;102830.0;0.001363;103529.0;0.000382;102830.0;0.004443
994;barabasi;64086.0;0.001297;64086.0;0.000357;64086.0;0.003448
994;complete;3070.0;0.001167;3700.0;0.000806;3070.0;0.001791
994;regular;335873.0;0.001291;335873.0;0.000308;335873.0;0.004373
994;watts;261589.0;0.001214;261589.0;0.000324;261589.0;0.006047
996;barabasi;63743.0;0.001297;63743.0;0.000353;63743.0;0.003461
996;complete;3083.0;0.001159;3633.0;0.000816;3083.0;0.001797
996;erdos;82380.0;0.001379;82768.0;0.00038;82380.0;0.004376
996;regular;351982.0;0.001238;351982.0;0.000295;351982.0;0.004304
996;watts;260838.0;0.001323;260838.0;0.000407;260838.0;0.005441
997;complete;3028.0;0.001168;3516.0;0.000827;3028.0;0.001798
997;erdos;78306.0;0.001372;78994.0;0.000381;78306.0;0.004326
997;regular;5264986.0;0.000839;5264986.0;0.000238;5264986.0;0.026248
997;watts;214940.0;0.001228;214940.0;0.000319;214940.0;0.006071
997;barabasi;67660.0;0.001317;67660.0;0.00036;67660.0;0.004153
999;barabasi;70427.0;0.001467;70427.0;0.000368;70427.0;0.003521
999;complete;3510.0;0.00127;4280.0;0.00082;3510.0;0.002252
999;erdos;72127.0;0.001628;72939.0;0.000385;72127.0;0.004452
999;regular;10020649.0;0.001156;10020649.0;0.000267;10020649.0;0.0445
999;watts;268275.0;0.001251;268275.0;0.000321;268275.0;0.005648
1000;barabasi;57636.0;0.001331;57636.0;0.000357;57636.0;0.003157
1000;complete;3237.0;0.001269;3785.0;0.000836;3237.0;0.001813
1000;erdos;72605.0;0.001375;73179.0;0.000392;72605.0;0.005357
1000;regular;345677.0;0.001305;345677.0;0.000309;345677.0;0.003882
1000;watts;265621.0;0.001255;265621.0;0.000351;265621.0;0.006091
1002;barabasi;62040.0;0.001311;62040.0;0.000447;62040.0;0.003527
1002;complete;3358.0;0.001274;4040.0;0.000831;3358.0;0.002263
1002;erdos;75813.0;0.001397;76488.0;0.000382;75813.0;0.003969
1002;regular;362898.0;0.001292;362898.0;0.00031;362898.0;0.004454
1002;watts;267233.0;0.001241;267233.0;0.000343;267233.0;0.005821
1003;barabasi;58440.0;0.001331;58450.0;0.000359;58440.0;0.003098
1003;complete;2923.0;0.001249;3500.0;0.000836;2923.0;0.001824
1003;erdos;61715.0;0.001389;62342.0;0.000393;61715.0;0.00489
1003;regular;12195149.0;0.001265;12195149.0;0.000307;12195149.0;0.058038
1003;watts;264287.0;0.001263;264287.0;0.000326;264287.0;0.005698
1005;complete;3311.0;0.001261;4083.0;0.000839;3311.0;0.001846
1005;erdos;77564.0;0.0014;78519.0;0.000408;77564.0;0.004293
1005;regular;2872379.0;0.000618;2872379.0;0.000146;2872379.0;0.015353
1005;watts;229645.0;0.001255;229645.0;0.000325;229645.0;0.006364
1005;barabasi;63804.0;0.001323;63804.0;0.000359;63804.0;0.003047
1006;barabasi;58208.0;0.001319;58208.0;0.000382;58208.0;0.003061
1006;complete;3295.0;0.001252;3917.0;0.000842;3295.0;0.00184
1006;erdos;70354.0;0.001403;70895.0;0.000396;70354.0;0.003889
1006;regular;322935.0;0.001314;322935.0;0.000329;322935.0;0.00436
1006;watts;218835.0;0.001248;218835.0;0.000327;218835.0;0.005652
1008;barabasi;61332.0;0.001338;61332.0;0.000374;61332.0;0.003086
1008;complete;2974.0;0.001177;3501.0;0.000835;2974.0;0.001842
1008;erdos;62513.0;0.001401;62936.0;0.000395;62513.0;0.003893
1008;regular;334852.0;0.001508;334852.0;0.000414;334852.0;0.003738
1008;watts;271641.0;0.001258;271641.0;0.000324;271641.0;0.0061
1009;barabasi;75901.0;0.00133;75901.0;0.000368;75901.0;0.003545
1009;complete;3225.0;0.001303;3797.0;0.000843;3225.0;0.001841
1009;erdos;86702.0;0.001422;87108.0;0.000401;86702.0;0.005479
1009;regular;927773.0;0.000307;927773.0;8e-05;927773.0;0.005705
1009;watts;232191.0;0.001442;232191.0;0.000354;232191.0;0.007122
1011;barabasi;71267.0;0.001349;71267.0;0.000363;71267.0;0.003083
1011;complete;3347.0;0.001268;3935.0;0.000842;3347.0;0.00231
1011;erdos;67022.0;0.001468;67686.0;0.000449;67022.0;0.005528
1011;regular;9531660.0;0.00115;9531660.0;0.000241;9531660.0;0.045355
1011;watts;221858.0;0.001266;221858.0;0.000332;221858.0;0.005311
1012;barabasi;63275.0;0.001344;63275.0;0.000368;63275.0;0.00419
1012;complete;3022.0;0.001187;3475.0;0.00085;3022.0;0.001855
1012;erdos;85380.0;0.001422;86287.0;0.000392;85380.0;0.004161
1012;regular;250732.0;0.001264;250732.0;0.000384;250732.0;0.003827
1012;watts;252095.0;0.001271;252095.0;0.00035;252095.0;0.006448
1014;barabasi;60314.0;0.001356;60314.0;0.000368;60314.0;0.003577
1014;complete;3173.0;0.001226;3742.0;0.000848;3173.0;0.00186
1014;erdos;66926.0;0.001418;67665.0;0.000426;66926.0;0.004699
1014;regular;353295.0;0.00134;353295.0;0.000319;353295.0;0.005158
1014;watts;221979.0;0.001266;221979.0;0.000331;221979.0;0.007418
1015;barabasi;65498.0;0.001405;65498.0;0.000368;65498.0;0.004141
1015;complete;3146.0;0.001307;3752.0;0.000851;3146.0;0.001866
1015;erdos;58336.0;0.001425;58887.0;0.00039;58336.0;0.004557
1015;regular;631876.0;0.000251;631876.0;7.1e-05;631876.0;0.004187
1015;watts;256747.0;0.001324;256747.0;0.000333;256747.0;0.006072
1017;regular;6129879.0;0.000912;6129879.0;0.000199;6129879.0;0.028113
1017;watts;236800.0;0.001276;236800.0;0.00033;236800.0;0.005849
1017;erdos;103645.0;0.001426;104130.0;0.000455;103645.0;0.004507
1017;barabasi;67780.0;0.001658;67780.0;0.000393;67780.0;0.003606
1017;complete;3144.0;0.001228;3789.0;0.000855;3144.0;0.001872
1018;barabasi;66857.0;0.001349;66857.0;0.000371;66857.0;0.004091
1018;complete;3269.0;0.001261;3890.0;0.000859;3269.0;0.002333
1018;erdos;74256.0;0.001646;75051.0;0.00041;74256.0;0.005563
1018;regular;196085.0;0.001275;196085.0;0.000304;196085.0;0.003573
1018;watts;242450.0;0.001299;242450.0;0.000347;242450.0;0.006187
1020;barabasi;70635.0;0.001524;70635.0;0.00037;70635.0;0.004597
1020;complete;3009.0;0.001186;3564.0;0.000867;3009.0;0.001881
1020;erdos;81074.0;0.001441;81779.0;0.000398;81074.0;0.004851
1020;regular;331766.0;0.001356;331766.0;0.000316;331766.0;0.005011
1020;watts;237145.0;0.001297;237145.0;0.00036;237145.0;0.005187
1021;barabasi;53351.0;0.001625;53351.0;0.000435;53351.0;0.003644
1021;complete;3274.0;0.001265;3948.0;0.000853;3274.0;0.001888
1021;erdos;77947.0;0.001433;78627.0;0.000396;77947.0;0.004304
1021;regular;13024893.0;0.001326;13024893.0;0.000284;13024893.0;0.06349
1021;watts;271904.0;0.001284;271904.0;0.000339;271904.0;0.005995
1023;barabasi;75416.0;0.001462;75416.0;0.000464;75416.0;0.003689
1023;complete;3317.0;0.001394;3919.0;0.000856;3317.0;0.001894
1023;erdos;79507.0;0.001442;80357.0;0.000442;79507.0;0.004846
1023;regular;915131.0;0.00031;915131.0;8.4e-05;915131.0;0.006491
1023;watts;237381.0;0.001286;237381.0;0.000332;237381.0;0.005906
1024;barabasi;63078.0;0.001637;63078.0;0.00038;63078.0;0.003159
1024;complete;3435.0;0.001335;4261.0;0.000871;3435.0;0.002363
1024;erdos;66173.0;0.001496;66710.0;0.000441;66173.0;0.004965
1024;regular;185325.0;0.001299;185325.0;0.000306;185325.0;0.003899
1024;watts;248190.0;0.001289;248190.0;0.000338;248190.0;0.005846
1026;barabasi;70322.0;0.001456;70322.0;0.00039;70322.0;0.003682
1026;complete;3098.0;0.001258;3554.0;0.000857;3098.0;0.001906
1026;erdos;75367.0;0.001449;76497.0;0.000402;75367.0;0.004408
1026;regular;213698.0;0.001291;213698.0;0.0003;213698.0;0.00349
1026;watts;266772.0;0.001285;266772.0;0.000333;266772.0;0.006023
1028;barabasi;60219.0;0.00139;60219.0;0.000371;60219.0;0.004289
1028;complete;3198.0;0.001247;3884.0;0.000872;3198.0;0.001915
1028;erdos;60907.0;0.001461;61692.0;0.000409;60907.0;0.004623
1028;regular;324212.0;0.001328;324212.0;0.000311;324212.0;0.004155
1028;watts;235014.0;0.001296;235014.0;0.000337;235014.0;0.006525
1029;regular;7156682.0;0.001017;7156682.0;0.000213;7156682.0;0.032408
1029;watts;214781.0;0.001302;214781.0;0.000337;214781.0;0.006459
1029;erdos;59491.0;0.001468;60208.0;0.000403;59491.0;0.00477
1029;barabasi;57120.0;0.001393;57120.0;0.000407;57120.0;0.003684
1029;complete;3161.0;0.001241;3732.0;0.000875;3161.0;0.001911
1031;barabasi;61085.0;0.00139;61085.0;0.000378;61085.0;0.004192
1031;complete;3217.0;0.001262;3975.0;0.000871;3217.0;0.001922
1031;erdos;73287.0;0.001465;74238.0;0.000404;73287.0;0.00465
1031;regular;13026404.0;0.00136;13026404.0;0.000381;13026404.0;0.067272
1031;watts;229342.0;0.001321;229342.0;0.000345;229342.0;0.004888
1032;barabasi;68107.0;0.001396;68107.0;0.000385;68107.0;0.0037
1032;complete;3000.0;0.001321;3558.0;0.000872;3000.0;0.001932
1032;erdos;92901.0;0.001473;93634.0;0.000414;92901.0;0.005361
1032;regular;239298.0;0.001442;239298.0;0.000317;239298.0;0.00462
1032;watts;222521.0;0.001312;222521.0;0.000341;222521.0;0.007102
1034;barabasi;62141.0;0.001429;62141.0;0.000373;62141.0;0.003718
1034;complete;3233.0;0.001361;3929.0;0.000889;3233.0;0.001942
1034;erdos;70373.0;0.001479;70885.0;0.000404;70373.0;0.005692
1034;regular;343206.0;0.001562;343206.0;0.000326;343206.0;0.0041
1034;watts;219517.0;0.001304;219517.0;0.000342;219517.0;0.006723
1035;barabasi;60046.0;0.001395;60046.0;0.000381;60046.0;0.00372
1035;complete;3258.0;0.001277;3957.0;0.0009;3258.0;0.001955
1035;erdos;64512.0;0.001498;65294.0;0.000436;64512.0;0.004148
1035;regular;13144455.0;0.00136;13144455.0;0.000297;13144455.0;0.066491
1035;watts;284445.0;0.001343;284445.0;0.000367;284445.0;0.006453
1037;barabasi;56394.0;0.001397;56394.0;0.000376;56394.0;0.004769
1037;complete;3141.0;0.001253;3766.0;0.000882;3141.0;0.001959
1037;erdos;82136.0;0.001734;82507.0;0.000406;82136.0;0.004567
1037;regular;9805090.0;0.001199;9805090.0;0.000249;9805090.0;0.044899
1037;watts;232127.0;0.001565;232127.0;0.000349;232127.0;0.006025
1038;barabasi;73215.0;0.001411;73215.0;0.000376;73215.0;0.004264
1038;complete;3251.0;0.001297;3842.0;0.000883;3251.0;0.001947
1038;erdos;91253.0;0.001498;91944.0;0.000408;91253.0;0.005484
1038;regular;356951.0;0.001404;356951.0;0.000325;356951.0;0.004384
1038;watts;226176.0;0.001414;226176.0;0.000343;226176.0;0.00697
1040;barabasi;62964.0;0.001404;62964.0;0.00038;62964.0;0.00334
1040;complete;3035.0;0.001273;3546.0;0.000882;3035.0;0.001971
1040;erdos;76693.0;0.00163;77569.0;0.000407;76693.0;0.005239
1040;regular;340460.0;0.001417;340460.0;0.000328;340460.0;0.005263
1040;watts;235976.0;0.001321;235976.0;0.000351;235976.0;0.006692
1042;regular;333112.0;0.001427;333112.0;0.000333;333112.0;0.004113
1042;watts;268494.0;0.001464;268494.0;0.000355;268494.0;0.006132
1042;erdos;72001.0;0.001505;72900.0;0.000411;72001.0;0.003907
1042;barabasi;72835.0;0.001412;72835.0;0.000458;72835.0;0.003352
1042;complete;3566.0;0.001366;4402.0;0.000882;3566.0;0.002443
1043;barabasi;85039.0;0.001436;85039.0;0.000384;85039.0;0.003272
1043;complete;3125.0;0.001256;3671.0;0.000892;3125.0;0.001968
1043;erdos;67154.0;0.001498;67795.0;0.000418;67154.0;0.004843
1043;regular;10266735.0;0.001226;10266735.0;0.000255;10266735.0;0.049063
1043;watts;224133.0;0.001325;224133.0;0.00035;224133.0;0.006157
1045;barabasi;68908.0;0.001434;68908.0;0.000386;68908.0;0.00454
1045;complete;3224.0;0.001308;3810.0;0.000887;3224.0;0.001978
1045;erdos;65026.0;0.001508;65903.0;0.000428;65026.0;0.004296
1045;regular;1642502.0;0.000435;1642502.0;0.00012;1642502.0;0.008823
1045;watts;265101.0;0.001349;265101.0;0.000362;265101.0;0.007326
1046;barabasi;63911.0;0.001425;63989.0;0.000384;63911.0;0.004051
1046;complete;3287.0;0.001347;3995.0;0.000893;3287.0;0.001979
1046;erdos;78728.0;0.001511;79532.0;0.000425;78728.0;0.006382
1046;regular;340282.0;0.001422;340282.0;0.000352;340282.0;0.004734
1046;watts;238491.0;0.001353;238491.0;0.00037;238491.0;0.007248
1048;barabasi;67199.0;0.001431;67199.0;0.000387;67199.0;0.003905
1048;complete;3133.0;0.001268;3639.0;0.000908;3133.0;0.001997
1048;erdos;69882.0;0.001525;70484.0;0.000412;69882.0;0.005309
1048;regular;338473.0;0.001435;338473.0;0.000343;338473.0;0.004365
1048;watts;227575.0;0.001338;227575.0;0.000369;227575.0;0.007207
1049;barabasi;57859.0;0.001454;57859.0;0.000403;57859.0;0.003828
1049;complete;3620.0;0.001404;4423.0;0.000898;3620.0;0.001987
1049;erdos;79811.0;0.001603;80773.0;0.000418;79811.0;0.004853
1049;regular;1865065.0;0.000481;1865065.0;0.000113;1865065.0;0.011501
1049;watts;207724.0;0.00135;207724.0;0.000342;207724.0;0.00613
1051;barabasi;65320.0;0.001451;65320.0;0.000391;65320.0;0.005543
1051;complete;3261.0;0.001297;3977.0;0.00091;3261.0;0.001998
1051;erdos;67632.0;0.00158;68402.0;0.000562;67632.0;0.005782
1051;regular;1238508.0;0.00038;1238508.0;0.000103;1238508.0;0.00887
1051;watts;242581.0;0.001368;242581.0;0.000357;242581.0;0.005798
1053;barabasi;65529.0;0.001445;65529.0;0.00039;65529.0;0.003845
1053;complete;3262.0;0.001323;3992.0;0.000906;3262.0;0.002002
1053;erdos;92313.0;0.001527;93202.0;0.000414;92313.0;0.004897
1053;regular;12509238.0;0.001359;12509238.0;0.000321;12509238.0;0.065857
1053;watts;270654.0;0.001454;270654.0;0.000349;270654.0;0.006274
1054;regular;387466.0;0.001384;387466.0;0.000331;387466.0;0.004487
1054;watts;285104.0;0.00137;285104.0;0.00043;285104.0;0.0073
1054;erdos;66337.0;0.001538;67229.0;0.000425;66337.0;0.005451
1054;barabasi;73491.0;0.001532;73491.0;0.000386;73491.0;0.005412
1054;complete;3235.0;0.001388;3860.0;0.000917;3235.0;0.00202
1056;barabasi;60264.0;0.001449;60264.0;0.000384;60264.0;0.003352
1056;complete;3357.0;0.001337;3994.0;0.000905;3357.0;0.002014
1056;erdos;68977.0;0.001671;69845.0;0.000422;68977.0;0.005438
1056;regular;345473.0;0.001448;345473.0;0.000335;345473.0;0.005001
1056;watts;264947.0;0.001393;264947.0;0.000386;264947.0;0.006267
1057;barabasi;61872.0;0.001459;61872.0;0.000387;61872.0;0.005218
1057;complete;3392.0;0.001424;4289.0;0.000912;3392.0;0.002025
1057;erdos;61124.0;0.001552;61977.0;0.000421;61124.0;0.004952
1057;regular;12124891.0;0.001333;12124891.0;0.000293;12124891.0;0.058471
1057;watts;261028.0;0.001374;261028.0;0.000368;261028.0;0.00598
1059;barabasi;56868.0;0.001478;56868.0;0.000431;56868.0;0.004442
1059;complete;3357.0;0.001393;3942.0;0.000913;3357.0;0.002026
1059;erdos;94716.0;0.00156;95568.0;0.000424;94716.0;0.005923
1059;regular;13314798.0;0.001402;13314798.0;0.000294;13314798.0;0.06457
1059;watts;243187.0;0.001364;243187.0;0.000384;243187.0;0.006827
1060;barabasi;64082.0;0.001471;64082.0;0.000468;64082.0;0.004102
1060;complete;3417.0;0.001369;4029.0;0.000918;3417.0;0.002032
1060;erdos;84479.0;0.001572;85561.0;0.00042;84479.0;0.005464
1060;regular;363834.0;0.001451;363834.0;0.000338;363834.0;0.004783
1060;watts;305399.0;0.001392;305399.0;0.000353;305399.0;0.00698
1062;barabasi;61348.0;0.001482;61348.0;0.00039;61348.0;0.004012
1062;complete;3228.0;0.001317;3922.0;0.000921;3228.0;0.002536
1062;erdos;85658.0;0.001699;86625.0;0.000433;85658.0;0.006477
1062;regular;370718.0;0.001454;370718.0;0.000341;370718.0;0.005513
1062;watts;269679.0;0.001388;269679.0;0.000354;269679.0;0.005858
1064;barabasi;77588.0;0.001481;77588.0;0.00039;77588.0;0.0046
1064;complete;3392.0;0.001369;4144.0;0.000941;3392.0;0.002565
